Brand,Model,Variant,Year,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Selling_Price
12,56,710,2007,100000,4,1,1,2,163000
13,133,457,2001,100000,1,1,1,2,350000
19,245,632,2006,100000,4,1,1,2,75000
12,16,644,2012,60000,4,1,1,2,180000
8,197,245,2017,30000,1,1,1,0,675000
12,456,702,2013,170000,1,1,1,0,400000
21,351,120,2013,100000,1,1,1,2,434999
19,257,618,2006,110000,4,1,1,2,100000
12,462,661,2015,170000,1,1,1,2,419000
19,245,632,2009,100000,4,1,1,0,200000
17,421,672,2014,35000,1,1,1,0,400000
8,145,212,2018,40000,1,1,1,2,790000
17,130,534,2015,90000,1,1,1,2,500000
18,364,320,2012,120000,1,1,1,2,275000
10,605,170,2012,120000,1,1,1,2,450000
12,539,708,2016,33000,4,0,1,0,360000
12,24,568,2010,25000,4,1,1,0,210000
12,18,643,2014,66000,4,0,1,0,220000
3,47,181,2009,48000,4,1,1,0,250000
20,269,410,2016,146000,1,0,1,0,990000
11,363,570,2013,100000,1,1,1,1,220000
9,113,700,2014,50000,4,1,1,0,530000
12,57,128,2016,50000,1,1,1,0,575000
11,574,599,2012,99000,1,0,1,0,400000
9,314,591,2016,50000,1,1,1,0,680000
10,396,488,2014,80000,1,1,0,0,1000000
12,16,523,2016,45000,4,1,1,2,260000
19,299,632,2010,50000,4,1,1,2,150000
12,24,568,2008,70000,4,1,1,4,180000
7,340,602,2014,37516,1,1,1,0,346000
11,576,632,2015,20000,1,1,1,0,450000
10,224,71,2019,5000,4,1,1,0,500000
10,224,52,2019,8000,1,1,1,0,700000
12,16,523,2019,25880,4,1,1,0,280000
10,404,569,2019,10000,4,1,0,0,475000
12,459,703,2009,50000,1,1,1,0,300000
12,18,643,2014,40000,4,1,1,0,200999
18,285,351,2009,100000,1,1,1,4,200000
3,48,74,2009,80000,4,1,1,2,210000
19,267,567,2012,110000,1,1,1,0,160000
10,519,545,2009,136000,1,1,1,2,175000
19,325,396,2012,80000,1,1,1,0,320000
12,16,644,2009,50000,4,1,1,2,110000
12,547,657,2008,30000,4,1,1,0,300000
9,109,654,2012,10000,4,1,1,0,700000
19,250,145,2009,90000,1,1,1,1,135000
11,70,663,2015,110000,1,1,1,0,500000
11,434,462,2012,120000,1,1,1,2,550000
20,269,431,2014,90000,1,1,1,4,1050000
9,113,700,2016,20000,4,1,1,0,500000
12,371,703,2011,90000,1,1,1,2,180000
10,407,617,2010,50000,4,1,1,2,170000
9,74,96,2019,9000,4,1,1,0,484999
12,6,710,2011,70000,4,1,1,2,150000
12,21,558,2018,25000,4,1,1,0,380000
10,406,569,2019,10000,4,1,1,0,480000
21,351,120,2011,60000,1,1,1,2,290000
6,289,597,2013,70000,4,1,1,0,350000
12,16,523,2014,25000,4,1,1,0,110000
10,400,735,2003,80000,4,1,1,4,70000
21,511,554,2011,70000,4,1,0,4,300000
12,16,522,2017,60000,4,1,1,0,180000
17,279,670,2020,20000,4,1,1,0,300000
12,58,41,2017,60000,4,1,1,0,509000
12,381,484,2016,80000,1,1,1,0,650000
12,474,569,2015,70000,1,1,1,4,450000
11,422,437,2007,100000,1,1,1,2,210000
10,609,162,2013,80000,1,1,1,2,360000
20,269,417,2011,120000,1,1,1,2,495000
12,16,642,2006,100000,4,1,1,4,105000
10,605,655,2010,60000,4,1,1,4,270000
8,201,643,2010,110000,4,1,1,0,130000
9,111,674,2014,90000,1,1,1,2,700000
3,128,641,2012,40000,1,1,1,0,400000
12,483,545,2009,60000,4,1,1,2,250000
9,35,729,2013,94000,1,1,1,2,325000
12,16,644,2008,100000,4,1,1,0,69000
12,593,568,2007,90000,4,1,1,0,90000
11,569,356,2016,40000,1,1,1,0,1000000
10,12,573,2010,90000,0,1,1,2,145000
12,18,642,2020,1100,4,1,1,1,250000
12,456,702,2011,70000,1,1,1,4,256000
19,244,589,2005,120000,1,1,1,0,70000
17,279,671,2016,70000,4,1,1,2,240000
19,248,100,2010,128000,4,1,1,0,97000
19,257,574,2012,120000,1,1,1,0,130000
12,456,152,2009,52536,4,1,1,0,199000
9,117,335,2006,70000,4,1,0,0,125000
10,572,34,2015,60000,1,1,1,0,420000
11,328,658,2016,110000,1,1,1,0,525000
10,407,617,2008,85000,4,1,1,0,125000
10,525,545,2010,135000,1,1,1,0,325000
21,509,626,2012,86000,1,1,1,1,330000
12,548,632,2010,50000,4,1,1,0,110000
12,378,665,2019,1950,4,1,1,0,450000
12,456,152,2005,118400,4,1,1,0,85000
9,117,336,2007,70000,4,1,1,2,229999
10,600,655,2012,60000,4,1,1,2,250000
8,146,209,2015,68000,1,1,1,0,650000
20,187,113,2017,6480,4,2,1,0,650000
12,530,703,2017,32077,1,2,1,0,750000
20,584,613,2018,19107,4,2,1,0,850000
10,140,659,2017,18469,4,2,1,0,315000
12,470,659,2015,28217,4,2,1,0,415000
12,102,665,2016,72787,1,2,1,0,640000
12,94,159,2017,31063,4,2,1,0,780000
10,126,289,2015,58692,1,2,1,0,850000
10,126,289,2015,54784,1,2,1,0,900000
20,124,654,2016,64156,4,2,1,0,1150000
12,181,568,2007,54000,4,1,1,0,75000
21,505,579,2012,97000,1,1,1,0,215000
12,384,554,2009,120000,4,1,0,2,130000
10,404,569,2019,16000,4,1,0,0,400000
12,460,726,2019,60000,4,1,0,0,550000
3,62,640,2016,52000,4,0,1,0,245000
12,474,569,2010,110000,1,1,1,1,320000
11,485,481,2016,60000,1,1,0,2,730000
8,211,295,2005,100000,4,1,1,4,120000
9,115,706,2017,35000,4,1,1,0,950000
12,554,632,2017,48000,4,1,1,4,350000
12,180,710,2005,20000,4,1,1,2,100000
12,554,632,2017,30000,4,1,1,0,350000
12,553,568,2005,40000,4,1,1,2,80000
10,517,322,2013,60000,4,1,1,0,370000
10,138,665,2012,70000,4,1,1,2,160000
19,446,512,2009,120000,1,1,1,0,130000
3,392,74,2016,30000,4,1,1,0,250000
19,325,396,2012,80000,1,1,1,2,270000
10,139,665,2013,80000,4,1,1,0,160000
10,143,665,2016,80000,4,1,1,0,229999
11,68,724,2017,29000,1,1,1,0,750000
3,342,379,2011,120000,1,1,1,0,195000
5,366,674,2016,22000,4,1,1,0,270000
18,190,79,2012,50000,4,1,1,0,300000
3,63,640,2012,50000,1,1,1,0,200000
12,588,37,2007,81366,4,1,1,0,120000
12,182,568,2006,110000,4,1,1,0,95000
17,203,200,2012,90000,1,1,1,0,300000
17,279,671,2016,53000,4,1,1,2,200000
12,16,523,2017,30000,4,1,1,0,250000
12,459,116,2012,90000,4,1,1,2,368000
12,550,632,2012,60000,3,1,1,0,180000
10,224,73,2017,15000,4,1,1,0,525000
8,164,498,2005,150000,1,1,1,2,350000
11,485,474,2018,30000,1,1,1,2,850000
12,456,152,2005,67000,4,1,1,0,160000
12,469,661,2017,40000,1,1,1,0,500000
10,407,617,2008,100000,4,1,1,0,130000
19,598,129,2015,100000,1,1,1,2,350000
12,539,643,2005,80000,4,1,1,0,70000
20,269,408,2014,145000,1,1,1,2,750000
9,35,729,2013,53000,1,1,1,0,450000
12,459,634,2015,73000,1,1,1,4,430000
12,379,702,2011,90000,1,1,1,4,260000
12,456,702,2013,80000,1,1,1,4,370000
3,47,161,2011,100000,0,1,1,0,229999
8,199,603,2011,90000,1,1,1,4,140000
10,158,569,2020,7300,4,1,1,0,545000
5,369,659,2017,30000,4,1,1,0,200000
19,389,706,2015,120000,1,1,1,0,500000
12,16,644,2008,90000,4,1,1,2,70000
11,494,492,2013,25000,1,1,1,4,580000
12,148,499,2012,70000,0,1,1,2,160000
12,16,644,2010,36000,4,1,1,0,160000
12,175,665,2016,49000,1,1,1,0,760000
10,143,661,2015,22000,4,1,1,0,300000
11,66,450,2019,24000,1,1,1,0,800000
12,459,702,2018,20000,1,1,1,0,680000
12,5,592,2009,50000,3,1,1,2,85000
12,477,569,2016,60000,4,1,1,0,500000
10,10,618,2008,60000,4,1,1,0,145000
11,363,571,2013,60000,1,1,1,0,300000
12,474,661,2017,60000,1,1,1,2,600000
12,459,708,2015,70000,4,1,1,2,400000
10,416,608,2007,135000,4,1,1,2,130000
12,5,547,2001,72539,4,1,1,2,45000
12,61,41,2017,25000,4,1,1,0,641000
12,459,702,2015,50000,1,1,1,0,650000
8,206,596,2020,101,1,0,1,3,784000
8,196,696,2020,101,4,0,1,3,635000
8,146,215,2020,101,1,0,1,3,1000000
8,196,278,2015,52328,1,0,1,0,495000
10,407,617,2013,30000,4,1,1,0,324000
12,16,523,2018,35000,4,1,1,0,200000
12,459,702,2015,60000,1,1,1,0,320000
10,143,661,2015,20500,4,1,1,0,300000
20,269,423,2008,154000,1,1,1,4,500000
20,184,706,2011,120000,4,1,1,2,305000
12,5,546,2009,50000,4,1,1,1,125000
12,459,722,2015,135000,1,1,1,0,800000
11,429,569,2009,100000,1,1,1,0,420000
12,533,665,2017,40000,1,1,1,0,875000
12,459,722,2014,70000,1,1,1,0,580000
12,472,569,2011,133000,1,1,1,2,350000
10,10,617,2004,110000,4,1,1,2,120000
17,130,370,2013,120000,1,1,1,0,650000
12,18,448,2010,80000,4,1,1,2,225000
9,29,732,2014,15000,4,1,0,0,400000
10,220,617,2005,70000,4,1,1,0,250000
10,408,665,2008,41723,4,1,1,2,120000
12,382,569,2010,70000,4,1,1,0,250000
12,18,643,2012,20000,4,1,1,2,175000
12,242,133,2018,26350,1,0,1,0,590000
19,261,566,2015,68745,1,0,1,0,225000
11,569,460,2016,47000,1,1,1,0,900000
12,21,551,2017,27289,4,0,0,0,375000
10,139,665,2016,24662,4,0,1,0,320000
12,459,702,2013,37000,1,0,1,0,525000
15,189,720,2014,28245,1,0,1,0,650000
10,224,57,2017,27005,1,0,1,0,575000
10,600,655,2014,39227,4,0,1,0,355000
11,278,358,2016,31367,1,0,1,0,470000
12,539,643,2008,35008,4,0,1,0,221000
10,407,617,2009,27005,4,0,1,0,195000
10,407,713,2004,100005,4,0,1,2,90000
10,520,596,2013,45264,1,0,1,0,580000
12,148,509,2014,39093,4,0,1,0,325000
9,107,604,2013,45241,4,0,1,0,495000
10,136,607,2014,12000,4,0,1,0,290000
5,366,26,2018,2769,4,0,1,0,375000
19,253,638,2011,43128,1,0,1,0,211000
12,16,643,2004,50000,4,1,1,2,70000
10,603,41,2010,60000,4,1,1,2,225000
11,422,642,2014,70000,1,1,1,4,420000
3,392,74,2015,22255,4,1,1,0,280000
10,614,41,2013,59213,4,1,1,0,400000
11,569,460,2015,55000,1,1,1,0,850000
8,195,238,2011,80000,1,1,1,0,550000
17,83,214,2018,40000,1,1,1,0,1000000
11,575,656,2014,170000,1,1,1,0,350000
19,325,393,2011,170000,1,1,1,2,350000
9,117,336,2007,70000,4,1,1,4,170000
8,43,569,2020,1010,4,0,1,3,828999
8,145,262,2020,1010,4,0,1,3,1119000
8,196,696,2020,1111,4,0,1,3,746000
8,146,231,2020,1010,4,0,1,3,1030000
8,205,696,2020,1010,4,0,1,3,811999
8,206,665,2020,1010,4,0,1,3,852000
19,244,588,2006,120000,1,1,1,2,45000
17,130,533,2013,70000,1,1,1,4,430000
11,425,540,2015,70000,1,1,1,0,830000
11,432,400,2009,110000,1,1,1,2,409999
12,456,702,2012,80000,1,1,1,4,190000
9,15,3,2007,80000,4,1,1,2,200000
10,10,618,2006,110000,4,1,1,2,120000
11,69,663,2019,50000,1,1,1,0,850000
19,259,566,2011,115000,1,1,1,1,95000
12,548,632,2013,80000,4,1,1,0,213000
21,40,257,2018,25000,1,1,1,0,660000
15,307,715,2017,48965,4,0,1,0,415000
8,146,228,2019,5166,4,0,1,3,1100000
11,571,487,2012,76290,1,0,1,0,650000
11,565,555,2016,70000,1,1,0,2,969999
12,460,702,2017,25000,1,1,0,0,715000
12,456,702,2016,47000,1,0,1,0,565000
11,494,492,2013,45766,1,1,1,2,615000
19,324,492,2007,78771,1,0,1,2,199000
12,480,568,2010,79357,1,0,1,0,325000
8,199,603,2012,28000,1,1,1,0,409999
10,522,554,2012,72000,1,0,0,2,500000
8,199,643,2011,76736,1,0,1,2,225000
12,23,568,2007,70000,4,1,1,2,135000
17,284,378,2012,80000,1,1,0,2,750000
12,549,568,2009,60000,3,1,1,2,155000
21,351,120,2012,77000,1,0,1,4,335000
8,243,332,2005,92645,1,0,1,1,114999
13,323,443,2007,101849,1,0,1,2,699000
11,66,586,2004,120000,1,1,1,1,110000
10,609,41,2012,80000,4,1,1,0,300000
11,426,487,2014,70000,1,1,1,2,700000
12,174,659,2017,120000,1,1,1,0,700000
12,16,523,2013,42000,4,1,1,4,210000
12,170,702,2012,120000,1,1,1,4,600000
19,298,632,2012,155836,1,1,1,2,180000
12,558,567,2011,59000,4,1,1,2,220000
3,439,16,2009,60000,4,1,1,0,70000
10,126,165,2018,70000,1,1,1,2,950000
8,191,239,2014,20000,1,1,1,0,800000
11,571,487,2012,120000,1,1,1,4,700000
17,279,7,2016,40000,4,1,1,0,265000
21,352,120,2011,90000,1,1,1,4,175000
11,363,571,2012,89000,1,1,1,2,260000
20,269,424,2013,80000,1,1,1,4,950000
11,424,508,2015,50000,1,1,1,0,630000
19,319,676,2012,35000,4,1,1,4,35000
12,16,644,2009,120000,4,1,1,0,150000
19,257,638,2008,90000,1,1,1,0,105000
19,253,642,2013,65000,1,1,1,0,185000
6,236,130,2014,50000,1,1,1,0,260000
12,459,703,2012,33000,1,1,1,0,450000
12,477,594,2016,38000,4,1,1,0,500000
12,18,448,2012,40000,4,1,1,0,260000
21,352,120,2012,55000,1,1,1,2,265000
11,494,575,2017,26000,1,1,1,2,800000
19,390,486,2016,80000,1,1,1,0,869999
12,57,41,2018,40000,4,1,1,0,690000
14,344,442,2011,120000,1,1,1,0,825000
12,23,568,2006,63230,4,1,1,2,160000
11,422,435,2006,120000,1,1,1,2,300000
12,539,708,2005,100000,4,1,1,4,100000
10,609,162,2015,77000,1,1,1,2,530000
12,477,661,2016,30000,4,1,1,0,360000
12,456,58,2015,40000,4,1,1,0,220000
12,16,523,2017,35000,4,1,1,0,178000
11,496,490,2018,5000,1,1,1,0,515000
12,371,709,2014,35000,4,1,1,0,300000
19,252,638,2012,80000,1,1,1,2,150000
19,327,92,2017,15000,4,1,1,0,750000
20,269,412,2012,80000,1,1,1,0,950000
12,5,690,2006,40000,4,1,1,2,90000
19,245,632,2008,110000,4,1,1,4,65000
10,517,285,2012,90000,1,1,1,2,312000
12,530,635,2018,25000,1,1,1,0,700000
10,418,630,2005,47000,4,1,1,0,150000
17,203,200,2013,60000,1,1,1,0,450000
10,524,545,2010,120000,1,1,1,2,229999
12,472,568,2008,120000,1,1,1,0,111000
12,459,703,2012,140000,1,1,1,2,250000
8,208,596,2019,1001,1,0,1,0,750000
8,196,280,2017,1758,4,0,0,0,774000
8,196,280,2018,1452,4,0,0,0,711000
8,196,277,2017,35122,1,0,1,0,600000
12,459,702,2015,92621,1,0,1,0,455000
5,218,664,2015,92198,4,0,1,2,225000
12,459,702,2019,5000,1,1,1,0,650000
3,62,640,2013,50000,4,1,1,0,200000
10,126,288,2016,74000,1,1,0,0,875000
18,364,247,2017,40000,1,1,0,0,750000
12,460,702,2019,22000,1,1,0,0,725000
12,16,644,2007,100000,4,1,1,2,100000
19,241,719,2019,40000,1,1,1,0,1100000
17,282,661,2016,23000,4,1,1,0,280000
19,249,568,2009,30000,1,1,1,0,150000
19,297,684,2010,50000,4,1,1,0,200000
12,371,703,2010,100000,1,1,1,2,148000
12,459,709,2011,70000,4,1,1,2,254999
12,459,726,2013,60000,4,1,1,2,360000
12,16,642,2006,90000,4,1,1,2,95000
19,252,706,2012,40000,1,1,1,0,185000
17,279,670,2019,15000,4,1,1,0,300000
10,527,311,2018,40000,4,1,1,0,800000
6,359,45,2010,50000,4,1,1,2,80000
10,572,111,2018,8000,4,1,1,0,500000
10,139,665,2013,35000,4,1,1,0,250000
19,325,393,2010,80000,1,1,1,0,250000
12,547,568,2005,50000,4,1,1,2,125000
12,24,567,2002,80000,4,1,1,1,100000
11,422,652,2010,90000,1,1,1,0,480000
11,278,360,2018,30000,4,1,1,2,320000
12,6,710,2010,70000,4,1,1,2,130000
19,244,589,2006,80000,1,1,1,2,57000
10,399,628,2005,60000,4,1,1,0,75000
12,5,593,2003,35000,4,1,1,0,60000
12,24,568,2008,70000,4,1,1,0,125000
9,106,223,2004,100000,4,1,1,4,105000
12,549,568,2008,152000,3,1,1,2,125000
19,257,642,2012,90000,1,1,1,2,130000
12,61,41,2019,40000,4,1,1,0,630000
9,26,731,2016,50000,4,1,1,2,330000
12,554,632,2014,15000,4,1,1,2,340000
10,414,630,2006,120000,4,1,1,4,60000
19,389,602,2014,78322,1,1,1,0,550000
12,170,702,2014,110000,1,1,1,2,480000
10,517,314,2013,80000,1,1,1,2,315000
8,195,238,2012,120000,1,1,1,0,165000
3,62,638,2016,125000,4,1,1,0,170000
12,58,41,2018,8000,4,1,1,0,550000
21,40,82,2018,13000,4,1,1,0,465000
19,252,642,2012,80000,1,1,1,4,120000
10,517,326,2008,54309,4,1,1,0,220000
8,199,643,2011,70000,1,1,1,2,180000
3,47,302,2006,34600,4,1,1,4,150000
19,599,127,2016,25000,4,1,1,0,520000
19,389,602,2013,80000,1,1,1,4,430000
11,67,513,2009,55000,1,1,1,2,300000
10,513,596,2020,5000,1,1,1,0,1000000
9,537,706,2017,30000,1,1,1,0,725000
10,517,176,2011,31000,1,1,1,0,500000
12,548,632,2011,50000,4,1,1,0,250000
12,459,702,2018,38217,1,1,1,0,700000
8,201,726,2011,50000,4,1,1,4,185000
12,371,703,2011,120000,1,1,1,0,200000
11,66,586,2004,110000,1,1,1,4,315000
11,278,367,2016,60000,4,1,1,0,370000
10,600,688,2011,50000,4,1,1,0,250000
12,242,59,2019,15000,4,1,1,0,500000
20,120,333,2008,35000,4,1,1,2,400000
19,302,638,2014,100000,1,1,1,0,200000
12,459,702,2016,40000,1,1,1,2,284000
12,553,657,2007,60000,4,1,1,4,80000
3,62,663,2014,77000,4,1,1,0,170000
10,10,610,2011,60000,4,1,1,0,150000
19,299,632,2010,77073,4,1,1,2,110000
8,197,241,2016,70000,1,1,1,0,400000
10,603,637,2013,90000,3,1,1,2,275000
11,422,652,2014,90000,1,1,1,0,550000
12,23,568,2007,100000,4,1,1,2,125000
3,62,640,2010,80000,4,1,1,2,135000
11,423,569,2012,150000,1,1,1,0,349000
12,474,569,2014,80000,1,1,1,0,458000
12,18,708,2018,35000,4,1,1,0,300000
12,16,644,2008,70000,4,1,1,0,95000
12,377,445,2018,50000,1,1,1,0,850000
8,206,596,2019,25000,1,1,1,0,750000
8,200,604,2013,120000,1,1,1,0,190000
12,547,657,2009,70000,4,1,1,0,150000
10,10,616,2009,106000,4,1,1,4,114999
20,269,388,2010,120000,4,1,1,4,320000
12,16,521,2019,120000,0,1,1,0,300000
12,371,644,2016,160000,4,1,1,0,275000
3,47,303,2010,120000,4,1,1,2,140000
19,25,721,2020,10000,4,1,1,0,830000
21,356,120,2013,50000,4,1,1,0,380000
10,603,41,2010,90000,4,1,1,2,150000
3,439,15,2008,70000,4,1,1,0,50000
11,66,679,2008,100000,1,1,1,0,155000
18,451,337,2010,80000,4,1,1,0,300000
12,16,523,2018,16584,4,0,1,0,300000
19,497,455,2016,38000,1,0,1,0,385000
12,539,643,2010,51000,4,0,1,0,221000
19,497,29,2016,38000,1,0,1,0,381000
12,16,523,2015,35000,4,0,1,0,250999
10,402,735,2002,120000,4,1,1,4,60000
19,497,29,2016,38000,1,0,1,0,380000
18,288,347,2008,144000,1,1,1,4,180000
12,102,665,2017,64000,1,0,1,0,751000
10,136,13,2014,65000,4,0,1,0,229999
11,434,466,2014,58000,1,0,1,2,782000
11,434,401,2014,58000,1,0,1,2,780000
12,16,523,2016,68000,4,0,1,0,245000
10,605,170,2011,81257,1,0,1,0,321000
10,224,57,2017,44000,1,0,1,0,509999
19,317,676,2015,45000,4,0,1,0,110000
21,351,120,2013,75000,1,0,1,0,400000
12,456,708,2013,90000,4,1,1,0,370000
10,518,545,2007,80000,1,1,1,2,175000
12,16,523,2013,25000,4,1,1,2,92800
19,573,490,2014,90000,1,1,1,0,291000
10,517,314,2013,110000,1,1,1,4,335000
12,332,515,2013,35000,4,1,1,0,170000
12,16,523,2019,10000,4,1,1,0,295000
17,279,670,2019,10000,4,1,1,0,375000
10,139,665,2012,70000,4,1,1,2,215000
8,191,197,2009,110000,1,1,1,2,150000
12,16,643,2003,5000,4,1,1,2,60000
19,326,491,2012,110000,1,1,1,1,280000
20,184,701,2016,50000,1,1,1,2,450000
11,564,711,2018,58000,1,1,1,0,1150000
12,58,128,2018,15000,1,1,1,0,650000
19,599,126,2015,60000,4,1,1,2,300000
19,322,719,2015,57000,4,1,1,0,73000
12,474,569,2015,87000,1,1,1,4,400000
17,279,24,2017,70000,4,1,1,0,300000
12,539,556,2012,30000,4,1,0,2,300000
12,459,702,2012,80000,1,1,1,0,450000
10,407,617,2009,100000,4,1,1,2,200000
12,456,708,2019,40000,4,1,1,0,580000
10,224,63,2017,3917,4,1,1,0,550000
11,431,438,2007,160000,1,1,1,2,190000
19,497,31,2017,35000,1,1,1,0,450000
3,439,15,2014,70000,4,1,1,0,220000
12,385,569,2012,69069,4,0,1,0,310000
10,161,569,2019,13500,4,1,1,0,650000
12,552,708,2014,59059,4,0,1,0,300000
10,10,610,2013,70000,4,1,1,0,200000
9,77,654,2012,39039,4,0,1,0,285000
9,76,604,2014,33033,4,0,1,0,335000
10,526,705,2011,55168,4,1,1,2,370000
10,605,103,2013,41041,4,0,1,0,375000
10,600,655,2009,67067,4,0,1,0,235000
10,604,44,2013,66066,4,0,0,0,345000
11,363,572,2013,82082,1,0,1,0,365000
10,224,688,2014,48000,4,1,1,0,400000
10,138,665,2015,30000,4,1,1,0,250000
10,522,554,2012,70070,1,0,0,0,465000
17,279,671,2017,10000,4,1,1,0,300000
12,468,50,2018,25000,4,1,1,0,655000
12,547,573,2016,30000,0,1,1,2,350000
10,604,44,2015,50000,4,0,0,0,500000
10,225,562,2015,63063,4,0,0,0,465000
12,475,545,2008,70000,1,1,1,0,263000
12,338,569,2012,90000,4,1,1,0,250000
10,220,618,2005,90000,4,1,1,4,70000
9,537,706,2017,140000,1,1,1,0,650000
10,609,162,2014,80000,1,1,1,2,370000
12,474,661,2016,40000,1,1,1,0,509999
12,593,569,2011,33000,4,1,1,0,280000
12,6,710,2010,40000,4,1,1,0,180000
8,146,226,2017,6000,4,1,1,0,650000
10,520,596,2010,78000,1,0,1,2,200000
10,520,596,2011,72000,1,0,1,4,210000
19,318,569,2011,9528,4,0,1,0,75000
20,269,410,2011,135200,1,0,1,0,450000
10,605,103,2011,58000,4,0,1,2,220000
10,612,163,2013,78000,1,0,1,2,325000
19,599,126,2018,45000,4,1,1,0,450000
8,145,217,2017,35000,1,1,1,0,825000
10,10,617,2007,76000,4,0,1,4,125000
11,576,632,2015,100000,1,1,1,4,434999
11,429,569,2011,99000,1,1,1,2,484999
12,371,703,2009,80000,1,1,1,4,175000
9,117,336,2006,120000,4,1,1,4,220000
12,335,632,2017,34000,4,0,1,0,215000
11,569,460,2014,68000,1,0,1,0,625000
8,145,216,2018,15000,1,1,1,0,615000
3,63,663,2012,58000,1,0,1,0,130000
19,263,632,2013,50300,1,1,1,0,175000
19,257,574,2011,70000,1,1,1,2,150000
19,253,638,2011,60000,1,1,1,4,195000
12,170,272,2020,90000,1,1,1,0,550000
18,451,337,2010,80000,4,1,1,2,400000
12,456,58,2015,45000,4,1,1,0,217000
12,474,569,2011,130000,1,1,1,2,290000
11,68,679,2018,80000,1,1,1,0,700000
12,16,519,2014,40000,4,1,1,0,175000
21,40,255,2017,80000,1,1,1,0,575000
12,371,635,2016,100000,1,1,1,2,380000
11,577,569,2013,151624,1,1,1,2,350000
17,130,533,2012,160000,1,1,1,0,450000
10,398,573,2005,110000,0,1,1,2,130000
12,474,569,2015,74820,1,1,1,0,320000
11,569,460,2014,82000,1,1,1,0,550000
12,554,632,2015,50000,4,1,1,2,370000
3,62,640,2010,70000,4,1,1,2,114999
8,147,664,2020,1000,4,1,1,0,1100000
10,502,576,2006,170000,1,1,1,0,170000
19,257,695,2008,150000,1,1,1,4,80000
8,145,216,2019,17000,1,1,1,0,950000
12,459,702,2014,150000,1,1,1,0,425000
10,611,162,2015,80000,1,1,1,0,500000
10,414,630,2005,170000,4,1,1,4,70000
9,28,730,2013,120000,1,1,1,0,349000
10,605,103,2012,90000,4,1,1,4,330000
10,407,617,2010,90000,4,1,1,4,120000
10,517,314,2013,100000,1,1,1,2,430000
12,474,569,2014,90000,1,1,1,0,390000
15,311,667,2012,129000,1,1,1,0,225000
19,440,642,2009,66778,1,1,1,0,100000
10,139,665,2014,50000,4,1,1,0,190000
10,614,162,2014,110000,1,1,1,2,315000
10,228,655,2015,60000,1,1,1,2,300000
17,279,671,2016,40000,4,1,1,0,280000
19,497,89,2018,10000,4,1,1,0,539000
12,84,726,2017,50000,4,1,1,0,420000
12,334,517,2001,70000,4,1,1,4,85000
16,1,736,2004,73000,4,1,1,1,142000
10,137,646,2014,76000,4,1,1,2,180000
3,487,471,2014,120000,1,1,1,2,400000
11,434,461,2009,170000,1,1,0,4,360000
10,407,713,2003,110000,4,1,1,2,85000
9,74,95,2016,63400,4,1,1,0,350000
5,216,569,2015,25000,4,1,1,0,380000
10,600,607,2009,80000,4,1,1,4,140000
12,554,632,2012,90000,4,1,1,0,200000
10,407,615,2011,157000,4,1,1,0,150000
11,71,460,2007,100000,1,1,1,2,300000
17,279,671,2017,50000,4,1,1,0,280000
12,18,448,2011,40000,4,1,1,0,200000
3,48,77,2009,38500,4,1,1,2,110000
10,600,655,2008,103921,4,1,1,2,140000
9,115,706,2018,14825,4,0,1,0,1150000
9,52,654,2016,43377,1,0,1,0,910000
8,199,696,2010,102307,1,0,1,0,160000
12,586,642,2004,79000,4,1,1,2,105000
12,539,643,2004,90000,4,1,1,1,70000
3,62,596,2012,110000,1,1,1,0,160000
3,394,545,2013,80000,1,1,1,0,225000
9,106,136,2002,100000,4,1,1,0,145000
8,145,217,2018,20000,1,1,1,0,930000
10,220,201,2008,154000,1,1,1,4,110000
17,295,536,2017,40000,1,1,1,0,650000
12,456,708,2019,51000,4,1,1,0,550000
12,23,568,2008,120000,4,1,1,2,85000
20,184,266,2016,35000,4,1,1,0,509999
12,57,128,2017,70000,1,1,1,0,650000
3,439,15,2011,60000,4,1,1,2,140000
12,16,644,2011,70000,4,1,1,0,150000
5,214,664,2018,10000,4,1,1,2,450000
17,279,24,2017,60000,4,1,1,0,400000
19,497,85,2016,30000,4,1,1,0,300000
12,16,519,2012,8000,4,1,1,0,250000
19,500,86,2019,10000,4,1,1,0,500000
10,10,576,2002,100000,1,1,1,4,85000
15,448,715,2012,110000,1,1,1,0,300000
11,566,611,2015,45000,1,0,0,0,740000
10,407,713,2005,68500,4,0,1,0,70000
10,406,552,2019,5007,4,0,0,0,484999
15,309,674,2013,30000,4,1,1,0,164000
9,106,267,2008,70000,4,1,0,0,140000
13,135,605,2011,49600,1,0,0,0,999000
12,16,643,2005,23000,4,1,1,2,56000
2,4,686,2006,30000,1,0,0,0,1050000
10,517,322,2010,38000,4,0,1,0,190000
10,604,41,2011,43100,4,0,1,0,235000
5,213,694,2017,10171,4,0,1,0,350000
17,130,369,2015,41123,1,0,1,0,465000
9,112,682,2014,40000,1,0,1,0,450000
21,277,390,2015,52517,1,0,1,0,790000
11,305,539,2019,20000,1,1,1,0,900000
8,146,210,2014,99117,1,0,1,0,450000
3,439,15,2009,90000,4,1,1,0,135000
12,92,569,2019,3700,4,1,1,0,425000
19,254,190,2010,80000,1,1,1,0,100000
8,145,242,2015,100000,1,1,1,2,650000
19,248,190,2011,54000,1,1,1,0,90000
10,139,665,2017,19000,4,1,1,0,250000
